nu_m2_per_s,U_inf_m_per_s,x_m,Re_x,delta99_m
1e-05,0.1,3.91729323308271,39172.9323308271,0.0973773931245303
1e-05,0.1,3.92857142857143,39285.7142857143,0.0975174709621673
1e-05,0.1,3.93984962406015,39398.4962406015,0.0976573478750317
1e-05,0.1,3.95112781954887,39511.2781954887,0.0977970247252583
1e-05,0.1,3.96240601503759,39624.0601503759,0.0979365023688338
1e-05,0.1,3.97368421052632,39736.8421052632,0.0980757816556586
1e-05,0.1,3.98496240601504,39849.6240601504,0.0982148634296064
1e-05,0.1,3.99624060150376,39962.4060150376,0.0983537485285846
1e-05,0.1,4.00751879699248,40075.1879699248,0.0984924377845928
1e-05,0.1,4.0187969924812,40187.969924812,0.0986309320237809
1e-05,0.1,4.03007518796993,40300.7518796993,0.098769232066507
1e-05,0.1,4.04135338345865,40413.5338345865,0.0989073387273934
1e-05,0.1,4.05263157894737,40526.3157894737,0.0990452528153831
1e-05,0.1,4.06390977443609,40639.0977443609,0.0991829751337949
1e-05,0.1,4.07518796992481,40751.8796992481,0.0993205064803779
1e-05,0.1,4.08646616541353,40864.6616541353,0.0994578476473657
1e-05,0.1,4.09774436090226,40977.4436090226,0.0995949994215294
1e-05,0.1,4.10902255639098,41090.2255639098,0.09973196258423
1e-05,0.1,4.1203007518797,41203.007518797,0.0998687379114709
1e-05,0.1,4.13157894736842,41315.7894736842,0.100005326173949
1e-05,0.1,4.14285714285714,41428.5714285714,0.100141728137104
1e-05,0.1,4.15413533834587,41541.3533834587,0.100277944561172
1e-05,0.1,4.16541353383459,41654.1353383459,0.100413976201231
1e-05,0.1,4.17669172932331,41766.9172932331,0.100549823807251
1e-05,0.1,4.18796992481203,41879.6992481203,0.100685488124143
1e-05,0.1,4.19924812030075,41992.4812030075,0.100820969891808
1e-05,0.1,4.21052631578947,42105.2631578947,0.100956269845179
1e-05,0.1,4.2218045112782,42218.045112782,0.101091388714274
1e-05,0.1,4.23308270676692,42330.8270676692,0.101226327224237
1e-05,0.1,4.24436090225564,42443.6090225564,0.101361086095385
1e-05,0.1,4.25563909774436,42556.3909774436,0.101495666043255
1e-05,0.1,4.26691729323308,42669.1729323308,0.101630067778644
1e-05,0.1,4.2781954887218,42781.9548872181,0.101764292007656
1e-05,0.1,4.28947368421053,42894.7368421053,0.101898339431746
1e-05,0.1,4.30075187969925,43007.5187969925,0.102032210747759
1e-05,0.1,4.31203007518797,43120.3007518797,0.102165906647976
1e-05,0.1,4.32330827067669,43233.0827067669,0.102299427820154
1e-05,0.1,4.33458646616541,43345.8646616541,0.102432774947566
1e-05,0.1,4.34586466165413,43458.6466165414,0.102565948709045
1e-05,0.1,4.35714285714286,43571.4285714286,0.102698949779023
1e-05,0.1,4.36842105263158,43684.2105263158,0.102831778827569
1e-05,0.1,4.3796992481203,43796.992481203,0.102964436520431
1e-05,0.1,4.39097744360902,43909.7744360902,0.103096923519074
1e-05,0.1,4.40225563909774,44022.5563909774,0.103229240480716
1e-05,0.1,4.41353383458647,44135.3383458647,0.103361388058372
1e-05,0.1,4.42481203007519,44248.1203007519,0.103493366900885
1e-05,0.1,4.43609022556391,44360.9022556391,0.103625177652967
1e-05,0.1,4.44736842105263,44473.6842105263,0.103756820955236
1e-05,0.1,4.45864661654135,44586.4661654135,0.103888297444249
1e-05,0.1,4.46992481203007,44699.2481203008,0.104019607752541
1e-05,0.1,4.4812030075188,44812.030075188,0.104150752508661
1e-05,0.1,4.49248120300752,44924.8120300752,0.104281732337203
1e-05,0.1,4.50375939849624,45037.5939849624,0.104412547858847
1e-05,0.1,4.51503759398496,45150.3759398496,0.104543199690385
1e-05,0.1,4.52631578947368,45263.1578947368,0.104673688444764
1e-05,0.1,4.53759398496241,45375.9398496241,0.104804014731113
1e-05,0.1,4.54887218045113,45488.7218045113,0.104934179154779
1e-05,0.1,4.56015037593985,45601.5037593985,0.105064182317358
1e-05,0.1,4.57142857142857,45714.2857142857,0.10519402481673
1e-05,0.1,4.58270676691729,45827.0676691729,0.10532370724709
1e-05,0.1,4.59398496240602,45939.8496240602,0.105453230198977
1e-05,0.1,4.60526315789474,46052.6315789474,0.105582594259311
1e-05,0.1,4.61654135338346,46165.4135338346,0.105711800011418
1e-05,0.1,4.62781954887218,46278.1954887218,0.105840848035066
1e-05,0.1,4.6390977443609,46390.977443609,0.105969738906491
1e-05,0.1,4.65037593984962,46503.7593984963,0.106098473198428
1e-05,0.1,4.66165413533835,46616.5413533835,0.106227051480145
1e-05,0.1,4.67293233082707,46729.3233082707,0.106355474317466
1e-05,0.1,4.68421052631579,46842.1052631579,0.106483742272804
1e-05,0.1,4.69548872180451,46954.8872180451,0.106611855905189
1e-05,0.1,4.70676691729323,47067.6691729323,0.106739815770296
1e-05,0.1,4.71804511278195,47180.4511278195,0.106867622420472
1e-05,0.1,4.72932330827068,47293.2330827068,0.106995276404766
1e-05,0.1,4.7406015037594,47406.015037594,0.107122778268957
1e-05,0.1,4.75187969924812,47518.7969924812,0.107250128555578
1e-05,0.1,4.76315789473684,47631.5789473684,0.107377327803945
1e-05,0.1,4.77443609022556,47744.3609022556,0.107504376550183
1e-05,0.1,4.78571428571429,47857.1428571429,0.107631275327255
1e-05,0.1,4.79699248120301,47969.9248120301,0.107758024664984
1e-05,0.1,4.80827067669173,48082.7067669173,0.10788462509008
1e-05,0.1,4.81954887218045,48195.4887218045,0.108011077126167
1e-05,0.1,4.83082706766917,48308.2706766917,0.108137381293809
1e-05,0.1,4.84210526315789,48421.052631579,0.108263538110532
1e-05,0.1,4.85338345864662,48533.8345864662,0.108389548090848
1e-05,0.1,4.86466165413534,48646.6165413534,0.108515411746287
1e-05,0.1,4.87593984962406,48759.3984962406,0.108641129585411
1e-05,0.1,4.88721804511278,48872.1804511278,0.108766702113845
1e-05,0.1,4.8984962406015,48984.962406015,0.108892129834298
1e-05,0.1,4.90977443609023,49097.7443609023,0.109017413246588
1e-05,0.1,4.92105263157895,49210.5263157895,0.109142552847665
1e-05,0.1,4.93233082706767,49323.3082706767,0.10926754913163
1e-05,0.1,4.94360902255639,49436.0902255639,0.109392402589764
1e-05,0.1,4.95488721804511,49548.8721804511,0.109517113710546
1e-05,0.1,4.96616541353383,49661.6541353384,0.109641682979679
1e-05,0.1,4.97744360902256,49774.4360902256,0.109766110880109
1e-05,0.1,4.98872180451128,49887.2180451128,0.109890397892046
1e-05,0.1,5,50000,0.11001454449299
1e-05,0.188888888888889,0.5,9444.44444444445,0.0253131911670343
1e-05,0.188888888888889,0.511278195488722,9657.47702589808,0.025597086300352
1e-05,0.188888888888889,0.522556390977444,9870.50960735171,0.025877867127654
1e-05,0.188888888888889,0.533834586466165,10083.5421888053,0.0261556339453923
1e-05,0.188888888888889,0.545112781954887,10296.574770259,0.026430481779457
1e-05,0.188888888888889,0.556390977443609,10509.6073517126,0.0267025007649668
1e-05,0.188888888888889,0.567669172932331,10722.6399331663,0.0269717764915828
1e-05,0.188888888888889,0.578947368421053,10935.6725146199,0.0272383903180923
1e-05,0.188888888888889,0.590225563909774,11148.7050960735,0.0275024196595425
1e-05,0.188888888888889,0.601503759398496,11361.7376775272,0.0277639382497951
1e-05,0.188888888888889,0.612781954887218,11574.7702589808,0.0280230163820257
1e-05,0.188888888888889,0.62406015037594,11787.8028404344,0.028279721129391
